,County,State,2020 Base Population,2020 Pop Estimate,2021 Pop Estimate,2022 Pop Estimate,2023 Pop Estimate,State Code,County Code
2918,Alexandria city,Virginia,"159,464","159,139","155,105","155,045","155,230",51,510
2919,Bristol city,Virginia,"17,219","17,299","17,065","16,940","16,807",51,520
2920,Buena Vista city,Virginia,"6,641","6,622","6,622","6,569","6,566",51,530
2921,Charlottesville city,Virginia,"46,553","46,469","45,746","45,272","44,983",51,540
2922,Chesapeake city,Virginia,"249,369","249,781","251,763","252,459","253,886",51,550
2923,Colonial Heights city,Virginia,"18,170","18,189","18,225","18,278","18,393",51,570
2924,Covington city,Virginia,"5,747","5,745","5,716","5,633","5,545",51,580
2925,Danville city,Virginia,"42,590","42,579","42,285","42,017","41,837",51,590
2926,Emporia city,Virginia,"5,764","5,707","5,638","5,533","5,463",51,595
2927,Fairfax city,Virginia,"24,147","24,177","24,353","24,752","25,144",51,600
2928,Falls Church city,Virginia,"14,661","14,681","14,516","14,489","14,685",51,610
2929,Franklin city,Virginia,"8,176","8,146","8,152","8,274","8,339",51,620
2930,Fredericksburg city,Virginia,"27,973","27,991","28,437","28,648","28,928",51,630
2931,Galax city,Virginia,"6,725","6,715","6,653","6,702","6,717",51,640
2932,Hampton city,Virginia,"137,157","137,280","137,760","137,858","137,098",51,650
2933,Harrisonburg city,Virginia,"51,810","51,706","51,497","51,150","51,082",51,660
2934,Hopewell city,Virginia,"23,031","23,009","23,073","22,790","22,752",51,670
2935,Lexington city,Virginia,"7,321","7,324","7,455","7,506","7,528",51,678
2936,Lynchburg city,Virginia,"79,007","78,979","79,114","79,228","79,535",51,680
2937,Manassas city,Virginia,"42,773","42,692","42,764","42,673","42,696",51,683
2938,Manassas Park city,Virginia,"17,217","17,162","17,089","16,693","16,361",51,685
2939,Martinsville city,Virginia,"13,480","13,474","13,534","13,697","13,763",51,690
2940,Newport News city,Virginia,"186,245","186,047","184,691","183,980","183,118",51,700
2941,Norfolk city,Virginia,"238,003","237,789","234,862","232,558","230,930",51,710
2942,Norton city,Virginia,"3,697","3,681","3,632","3,589","3,492",51,720
2943,Petersburg city,Virginia,"33,463","33,396","33,411","33,462","33,309",51,730
2944,Poquoson city,Virginia,"12,456","12,473","12,628","12,624","12,635",51,735
2945,Portsmouth city,Virginia,"97,912","97,955","97,652","96,954","96,793",51,740
2946,Radford city,Virginia,"16,069","16,119","16,527","16,719","16,971",51,750
2947,Richmond city,Virginia,"226,548","226,936","227,140","228,367","229,247",51,760
2948,Roanoke city,Virginia,"100,014","99,891","98,700","97,657","97,171",51,770
2949,Salem city,Virginia,"25,347","25,403","25,416","25,700","25,600",51,775
2950,Staunton city,Virginia,"25,753","25,812","25,689","25,940","25,915",51,790
2951,Suffolk city,Virginia,"94,370","94,750","96,337","98,426","100,659",51,800
2952,Virginia Beach city,Virginia,"459,476","459,684","458,569","455,069","453,649",51,810
2953,Waynesboro city,Virginia,"22,196","22,279","22,606","22,799","23,182",51,820
2954,Williamsburg city,Virginia,"15,413","15,471","15,609","15,685","15,847",51,830
2955,Winchester city,Virginia,"28,124","28,013","28,092","27,861","27,617",51,840
2956,Adams County,Washington,"20,609","20,607","20,647","20,898","20,820",53,1
2957,Asotin County,Washington,"22,286","22,324","22,469","22,536","22,549",53,3
2958,Benton County,Washington,"206,868","207,419","210,599","212,829","215,219",53,5
2959,Chelan County,Washington,"79,081","79,238","79,778","80,038","79,997",53,7
2960,Clallam County,Washington,"77,166","77,367","78,466","77,684","77,616",53,9
2961,Clark County,Washington,"503,306","505,338","512,583","516,737","521,150",53,11
2962,Columbia County,Washington,"3,952","3,949","4,016","4,026","4,053",53,13
2963,Cowlitz County,Washington,"110,728","111,014","111,685","112,064","112,864",53,15
2964,Douglas County,Washington,"42,933","43,029","43,837","44,223","44,798",53,17
2965,Ferry County,Washington,"7,180","7,198","7,290","7,468","7,497",53,19
2966,Franklin County,Washington,"96,748","97,150","98,102","98,582","99,034",53,21
2967,Garfield County,Washington,"2,284","2,294","2,344","2,357","2,363",53,23
2968,Grant County,Washington,"99,125","99,441","100,427","101,580","102,678",53,25
2969,Grays Harbor County,Washington,"75,634","75,855","76,838","77,041","77,290",53,27
2970,Island County,Washington,"86,851","86,998","87,566","86,682","86,267",53,29
2971,Jefferson County,Washington,"32,971","33,061","33,553","33,570","33,714",53,31
2972,King County,Washington,"2,269,697","2,274,282","2,252,980","2,265,311","2,271,380",53,33
2973,Kitsap County,Washington,"275,612","275,823","276,589","277,813","277,658",53,35
2974,Kittitas County,Washington,"44,310","44,599","44,645","45,122","45,508",53,37
2975,Klickitat County,Washington,"22,730","22,814","23,167","23,303","23,589",53,39
2976,Lewis County,Washington,"82,143","82,553","84,569","85,357","86,154",53,41
2977,Lincoln County,Washington,"10,878","10,928","11,284","11,613","11,738",53,43
2978,Mason County,Washington,"65,723","66,034","67,246","68,171","68,389",53,45
2979,Okanogan County,Washington,"42,090","42,139","42,772","43,460","43,712",53,47
2980,Pacific County,Washington,"23,368","23,495","23,993","24,095","24,200",53,49
2981,Pend Oreille County,Washington,"13,400","13,502","13,891","14,138","14,361",53,51
2982,Pierce County,Washington,"921,147","923,589","927,402","926,479","928,696",53,53
2983,San Juan County,Washington,"17,786","17,826","18,618","18,672","18,566",53,55
2984,Skagit County,Washington,"129,524","129,902","131,005","131,322","131,417",53,57
2985,Skamania County,Washington,"12,033","12,041","12,209","12,455","12,640",53,59
2986,Snohomish County,Washington,"827,953","829,933","836,097","840,452","844,761",53,61
2987,Spokane County,Washington,"539,340","541,175","545,510","549,740","551,455",53,63
2988,Stevens County,Washington,"46,450","46,591","47,619","48,283","48,837",53,65
2989,Thurston County,Washington,"294,792","295,998","298,196","298,639","299,003",53,67
2990,Wahkiakum County,Washington,"4,424","4,448","4,586","4,688","4,765",53,69
2991,Walla Walla County,Washington,"62,585","62,623","62,211","61,853","61,568",53,71
2992,Whatcom County,Washington,"226,852","227,449","226,701","230,598","231,919",53,73
2993,Whitman County,Washington,"47,970","47,807","43,224","47,579","48,012",53,75
2994,Yakima County,Washington,"256,738","256,733","256,719","257,019","256,643",53,77
2995,Barbour County,West Virginia,"15,465","15,467","15,449","15,391","15,378",54,1
2996,Berkeley County,West Virginia,"122,075","122,699","126,180","129,379","132,440",54,3
2997,Boone County,West Virginia,"21,809","21,744","21,353","20,907","20,576",54,5
2998,Braxton County,West Virginia,"12,449","12,398","12,296","12,170","12,162",54,7
2999,Brooke County,West Virginia,"22,551","22,476","22,068","21,694","21,373",54,9
3000,Cabell County,West Virginia,"94,347","94,240","93,408","92,485","92,082",54,11
3001,Calhoun County,West Virginia,"6,227","6,199","6,173","6,069","5,959",54,13
3002,Clay County,West Virginia,"8,047","8,005","7,905","7,840","7,783",54,15
3003,Doddridge County,West Virginia,"7,807","7,786","7,738","7,712","7,680",54,17
3004,Fayette County,West Virginia,"40,483","40,428","40,036","39,388","39,072",54,19
3005,Gilmer County,West Virginia,"7,415","7,396","7,392","7,330","7,254",54,21
3006,Grant County,West Virginia,"10,976","10,990","10,992","10,938","10,921",54,23
3007,Greenbrier County,West Virginia,"32,973","32,892","32,687","32,375","32,149",54,25
3008,Hampshire County,West Virginia,"23,094","23,101","23,360","23,457","23,649",54,27
3009,Hancock County,West Virginia,"29,093","29,038","28,595","28,254","28,145",54,29
3010,Hardy County,West Virginia,"14,295","14,239","14,143","14,168","14,251",54,31
3011,Harrison County,West Virginia,"65,914","65,838","65,402","64,752","64,639",54,33
3012,Jackson County,West Virginia,"27,792","27,723","27,781","27,667","27,593",54,35
3013,Jefferson County,West Virginia,"57,705","57,785","58,541","59,001","59,787",54,37
3014,Kanawha County,West Virginia,"180,749","180,233","178,073","175,864","174,805",54,39
3015,Lewis County,West Virginia,"17,031","17,020","16,874","16,674","16,500",54,41
3016,Lincoln County,West Virginia,"20,456","20,363","20,188","19,851","19,701",54,43
3017,Logan County,West Virginia,"32,574","32,514","31,846","31,206","30,827",54,45
3018,McDowell County,West Virginia,"19,115","18,935","18,406","17,806","17,439",54,47
3019,Marion County,West Virginia,"56,216","56,240","56,053","55,784","55,807",54,49
3020,Marshall County,West Virginia,"30,583","30,494","30,164","29,667","29,405",54,51
3021,Mason County,West Virginia,"25,451","25,403","25,266","24,911","24,765",54,53
3022,Mercer County,West Virginia,"59,654","59,519","59,156","58,612","58,057",54,55
3023,Mineral County,West Virginia,"26,932","26,889","26,897","26,902","26,867",54,57
3024,Mingo County,West Virginia,"23,573","23,488","23,052","22,445","22,023",54,59
3025,Monongalia County,West Virginia,"105,821","105,912","106,521","106,978","107,718",54,61
3026,Monroe County,West Virginia,"12,378","12,384","12,388","12,322","12,382",54,63
3027,Morgan County,West Virginia,"17,066","17,087","17,300","17,435","17,649",54,65
3028,Nicholas County,West Virginia,"24,603","24,558","24,429","24,309","24,169",54,67
3029,Ohio County,West Virginia,"42,440","42,341","41,846","41,463","41,194",54,69
3030,Pendleton County,West Virginia,"6,144","6,132","6,093","6,067","6,029",54,71
3031,Pleasants County,West Virginia,"7,650","7,650","7,604","7,570","7,428",54,73
3032,Pocahontas County,West Virginia,"7,869","7,860","7,882","7,797","7,765",54,75
3033,Preston County,West Virginia,"34,213","34,188","34,304","34,222","34,099",54,77
3034,Putnam County,West Virginia,"57,441","57,444","57,359","57,063","56,962",54,79
3035,Raleigh County,West Virginia,"74,583","74,394","73,779","72,801","72,356",54,81
3036,Randolph County,West Virginia,"27,933","27,892","27,898","27,552","27,350",54,83
3037,Ritchie County,West Virginia,"8,446","8,423","8,410","8,230","8,167",54,85
3038,Roane County,West Virginia,"14,028","13,987","13,932","13,833","13,743",54,87
3039,Summers County,West Virginia,"11,967","11,939","11,865","11,702","11,581",54,89
3040,Taylor County,West Virginia,"16,704","16,691","16,528","16,410","16,388",54,91
3041,Tucker County,West Virginia,"6,759","6,747","6,693","6,620","6,604",54,93
3042,Tyler County,West Virginia,"8,304","8,291","8,205","8,090","7,919",54,95
3043,Upshur County,West Virginia,"23,815","23,814","23,803","23,705","23,529",54,97
3044,Wayne County,West Virginia,"38,988","38,873","38,564","37,980","37,686",54,99
3045,Webster County,West Virginia,"8,379","8,356","8,271","8,141","8,045",54,101
3046,Wetzel County,West Virginia,"14,453","14,405","14,202","13,994","13,890",54,103
3047,Wirt County,West Virginia,"5,197","5,188","5,066","5,092","5,000",54,105
3048,Wood County,West Virginia,"84,292","84,142","83,804","83,388","83,052",54,107
3049,Wyoming County,West Virginia,"21,389","21,322","21,029","20,572","20,277",54,109
3050,Adams County,Wisconsin,"20,647","20,677","20,837","21,252","21,449",55,1
3051,Ashland County,Wisconsin,"16,036","16,022","16,048","16,040","16,079",55,3
3052,Barron County,Wisconsin,"46,726","46,737","46,709","46,715","46,833",55,5
3053,Bayfield County,Wisconsin,"16,216","16,237","16,322","16,659","16,769",55,7
3054,Brown County,Wisconsin,"268,740","268,951","268,899","270,068","271,417",55,9
3055,Buffalo County,Wisconsin,"13,301","13,309","13,325","13,390","13,419",55,11
3056,Burnett County,Wisconsin,"16,524","16,577","16,755","16,988","17,092",55,13
3057,Calumet County,Wisconsin,"52,450","52,485","52,583","52,712","53,199",55,15
3058,Chippewa County,Wisconsin,"66,300","66,341","66,590","66,753","66,970",55,17
3059,Clark County,Wisconsin,"34,661","34,672","34,762","34,732","34,774",55,19
3060,Columbia County,Wisconsin,"58,492","58,533","58,445","58,228","58,091",55,21
3061,Crawford County,Wisconsin,"16,114","16,085","16,097","16,015","15,944",55,23
3062,Dane County,Wisconsin,"561,508","562,615","561,542","567,758","575,347",55,25
3063,Dodge County,Wisconsin,"89,394","89,353","88,689","88,374","88,231",55,27
3064,Door County,Wisconsin,"30,065","30,117","30,425","30,551","30,562",55,29
3065,Douglas County,Wisconsin,"44,295","44,351","44,055","44,226","44,264",55,31
3066,Dunn County,Wisconsin,"45,425","45,440","44,518","45,622","45,794",55,33
3067,Eau Claire County,Wisconsin,"105,713","105,897","106,017","106,786","107,903",55,35
3068,Florence County,Wisconsin,"4,560","4,565","4,593","4,706","4,682",55,37
3069,Fond du Lac County,Wisconsin,"104,160","104,169","104,116","103,812","103,948",55,39
3070,Forest County,Wisconsin,"9,179","9,169","9,257","9,332","9,325",55,41
3071,Grant County,Wisconsin,"51,943","51,985","51,296","51,315","51,409",55,43
3072,Green County,Wisconsin,"37,088","37,035","37,066","36,885","36,951",55,45
3073,Green Lake County,Wisconsin,"19,016","19,017","19,249","19,208","19,344",55,47
3074,Iowa County,Wisconsin,"23,717","23,719","23,807","23,958","23,956",55,49
3075,Iron County,Wisconsin,"6,131","6,139","6,172","6,199","6,228",55,51
3076,Jackson County,Wisconsin,"21,142","21,096","20,915","20,893","20,855",55,53
3077,Jefferson County,Wisconsin,"86,161","86,208","85,782","85,725","85,743",55,55
3078,Juneau County,Wisconsin,"26,716","26,775","26,763","26,775","26,594",55,57
3079,Kenosha County,Wisconsin,"169,150","169,195","168,414","167,637","167,488",55,59
3080,Kewaunee County,Wisconsin,"20,568","20,563","20,589","20,653","20,690",55,61
3081,La Crosse County,Wisconsin,"120,779","120,921","119,331","120,252","120,486",55,63
3082,Lafayette County,Wisconsin,"16,611","16,618","16,830","16,906","16,945",55,65
3083,Langlade County,Wisconsin,"19,491","19,463","19,479","19,502","19,404",55,67
3084,Lincoln County,Wisconsin,"28,416","28,426","28,457","28,355","28,405",55,69
3085,Manitowoc County,Wisconsin,"81,360","81,387","81,506","81,198","81,331",55,71
3086,Marathon County,Wisconsin,"138,026","138,078","137,755","137,955","138,612",55,73
3087,Marinette County,Wisconsin,"41,874","41,889","41,858","41,966","42,106",55,75
3088,Marquette County,Wisconsin,"15,591","15,590","15,784","15,777","15,838",55,77
3089,Menominee County,Wisconsin,"4,251","4,257","4,297","4,206","4,226",55,78
3090,Milwaukee County,Wisconsin,"939,471","938,550","924,276","918,078","916,205",55,79
3091,Monroe County,Wisconsin,"46,270","46,300","46,083","45,894","46,151",55,81
3092,Oconto County,Wisconsin,"38,965","39,077","39,421","39,696","39,775",55,83
3093,Oneida County,Wisconsin,"37,842","37,869","38,249","38,193","38,226",55,85
3094,Outagamie County,Wisconsin,"190,703","190,966","191,320","192,269","193,234",55,87
3095,Ozaukee County,Wisconsin,"91,509","91,629","92,600","93,021","93,460",55,89
3096,Pepin County,Wisconsin,"7,320","7,341","7,374","7,378","7,441",55,91
3097,Pierce County,Wisconsin,"42,206","42,229","41,606","42,552","43,026",55,93
3098,Polk County,Wisconsin,"44,982","45,039","45,466","45,546","45,762",55,95
3099,Portage County,Wisconsin,"70,371","70,405","69,433","70,634","71,024",55,97
3100,Price County,Wisconsin,"14,047","14,025","14,048","14,159","14,102",55,99
3101,Racine County,Wisconsin,"197,735","197,568","196,505","195,961","196,613",55,101
3102,Richland County,Wisconsin,"17,310","17,283","17,199","17,128","17,197",55,103
3103,Rock County,Wisconsin,"163,690","163,758","164,115","163,841","164,278",55,105
3104,Rusk County,Wisconsin,"14,186","14,175","14,085","14,099","14,143",55,107
3105,St. Croix County,Wisconsin,"93,529","93,872","94,998","95,967","96,763",55,109
3106,Sauk County,Wisconsin,"65,766","65,784","65,702","65,770","65,920",55,111
3107,Sawyer County,Wisconsin,"18,073","18,118","18,226","18,521","18,552",55,113
3108,Shawano County,Wisconsin,"40,867","40,855","40,829","40,987","41,109",55,115
3109,Sheboygan County,Wisconsin,"118,032","118,053","117,687","117,661","117,752",55,117
3110,Taylor County,Wisconsin,"19,908","19,932","19,938","19,941","20,058",55,119
3111,Trempealeau County,Wisconsin,"30,763","30,818","30,723","30,891","30,899",55,121
3112,Vernon County,Wisconsin,"30,711","30,696","30,917","31,063","31,170",55,123
3113,Vilas County,Wisconsin,"23,046","23,097","23,508","23,742","23,885",55,125
3114,Walworth County,Wisconsin,"105,231","105,323","105,296","105,664","105,822",55,127
3115,Washburn County,Wisconsin,"16,623","16,616","16,748","16,871","16,930",55,129
